Name,UIN,Status,Job Title,Department,Hire Year,Permissions,Permission last accessed,Last Recertification Date,Previous role,Access Risk level,Can be automatically recertified,Needs human review,Recertification Frequency 
Taylor Martinez,163384451,Graduate Student,Research Assistant,Engineering,2021,EngiData Repository,03/27/2025 15:40:31,10/16/24 0:00:00,,0.67,no,yes,Anually
Taylor Martinez,163384451,Graduate Student,Research Assistant,Engineering,2021,GSuite,04/12/2025 15:40:31,12/30/24 0:00:00,,0.87,no,yes,Bianually
Jamie Martinez,163663424,Undergraduate Student,Peer Tutor,Human Resources,2023,Gradescope,04/14/2025 15:40:31,07/14/24 0:00:00,Lab Assistant,0.23,yes,yes,Bianually
Jamie Martinez,163663424,Undergraduate Student,Peer Tutor,Human Resources,2023,Blackboard,04/07/2025 15:40:31,10/16/24 0:00:00,Library Assistant,0.28,yes,no,Anually
Jordan Garcia,195846535,Staff,HR Coordinator,Physics,2019,HR Portal,03/25/2025 15:40:31,07/31/24 0:00:00,,0.65,yes,no,Bianually
Jordan Garcia,195846535,Staff,HR Coordinator,Physics,2019,Employee Records Access,04/12/2025 15:40:31,10/03/24 0:00:00,,0.86,no,no,Bianually
Jamie Lee,140613524,Graduate Student,Research Assistant,Computer Science,2021,CompSci Research Hub,04/10/2025 15:40:31,09/23/24 0:00:00,,0.53,yes,yes,Bianually
Jamie Lee,140613524,Graduate Student,Research Assistant,Computer Science,2021,GSuite,03/27/2025 15:40:31,12/15/24 0:00:00,,0.32,no,yes,Anually
Cameron Garcia,115007288,Undergraduate Student,Peer Tutor,Chemistry,2024,Gradescope,04/11/2025 15:40:31,07/18/24 0:00:00,,0.72,no,yes,Bianually
Cameron Garcia,115007288,Undergraduate Student,Peer Tutor,Chemistry,2024,Blackboard,04/02/2025 15:40:31,07/24/24 0:00:00,Lab Assistant,0.74,no,no,Bianually
Morgan Brown,151648080,Undergraduate Student,Lab Assistant,Physics,2019,Building Access,03/26/2025 15:40:31,09/28/24 0:00:00,Peer Tutor,0.36,yes,yes,Anually
Morgan Brown,151648080,Undergraduate Student,Lab Assistant,Physics,2019,Lab Equipment Reservation,03/30/2025 15:40:31,11/01/24 0:00:00,,0.62,yes,yes,Bianually
Taylor Garcia,129464494,Staff,Building Manager,Biology,2019,Building Access,04/10/2025 15:40:31,07/02/24 0:00:00,,0.63,no,yes,Bianually
Taylor Garcia,129464494,Staff,Building Manager,Biology,2019,Maintenance System,04/01/2025 15:40:31,11/06/24 0:00:00,,0.89,yes,no,Anually
Jordan Lee,194692696,Faculty,Assistant Professor,Computer Science,2024,Blackboard,04/06/2025 15:40:31,11/25/24 0:00:00,,0.09,no,yes,Bianually
Jordan Lee,194692696,Faculty,Assistant Professor,Computer Science,2024,Gradescope,03/23/2025 15:40:31,09/15/24 0:00:00,Assistant Professor,0.26,no,yes,Bianually
Jordan Lee,194692696,Faculty,Assistant Professor,Computer Science,2024,CompSci Research Hub,04/15/2025 15:40:31,07/11/24 0:00:00,,0.78,yes,yes,Bianually
Jamie Smith,182857342,Staff,Building Manager,Physics,2023,Building Access,04/11/2025 15:40:31,11/18/24 0:00:00,,0.36,yes,no,Bianually
Jamie Smith,182857342,Staff,Building Manager,Physics,2023,Maintenance System,03/27/2025 15:40:31,12/19/24 0:00:00,,0.26,no,no,Anually
Jamie Garcia,190187482,Staff,HR Coordinator,Library,2021,HR Portal,03/27/2025 15:40:31,10/13/24 0:00:00,,0.28,yes,no,Anually
Jamie Garcia,190187482,Staff,HR Coordinator,Library,2021,Employee Records Access,03/29/2025 15:40:31,08/27/24 0:00:00,Building Manager,0.13,no,yes,Bianually
Jordan Lee,159360387,Faculty,Assistant Professor,Chemistry,2021,Blackboard,03/22/2025 15:40:31,07/03/24 0:00:00,,0.49,no,yes,Bianually
Jordan Lee,159360387,Faculty,Assistant Professor,Chemistry,2021,Gradescope,04/13/2025 15:40:31,09/27/24 0:00:00,,0.76,yes,no,Bianually
Jordan Lee,159360387,Faculty,Assistant Professor,Chemistry,2021,ChemResearch Archive,03/31/2025 15:40:31,09/19/24 0:00:00,,0.66,yes,no,Bianually
Jamie Garcia,175396002,Graduate Student,Teaching Assistant,Library,2018,Gradescope,04/20/2025 15:40:31,11/16/24 0:00:00,Research Assistant,0.49,yes,yes,Anually
Jamie Garcia,175396002,Graduate Student,Teaching Assistant,Library,2018,Course Management System,04/07/2025 15:40:31,10/15/24 0:00:00,,0.34,yes,no,Anually
Casey Garcia,195887044,Faculty,Assistant Professor,Physics,2018,Blackboard,04/17/2025 15:40:31,09/20/24 0:00:00,,0.35,yes,yes,Bianually
Casey Garcia,195887044,Faculty,Assistant Professor,Physics,2018,Gradescope,04/01/2025 15:40:31,08/22/24 0:00:00,,0.23,no,yes,Anually
Casey Garcia,195887044,Faculty,Assistant Professor,Physics,2018,Physix Data Core,03/30/2025 15:40:31,08/23/24 0:00:00,,0.65,yes,no,Anually
Morgan Johnson,169388039,Staff,Building Manager,Engineering,2023,Building Access,04/15/2025 15:40:31,10/25/24 0:00:00,,0.18,no,no,Anually
Morgan Johnson,169388039,Staff,Building Manager,Engineering,2023,Maintenance System,04/03/2025 15:40:31,11/10/24 0:00:00,,0.27,no,yes,Bianually
Cameron Garcia,147077100,Undergraduate Student,Lab Assistant,Computer Science,2021,Building Access,03/30/2025 15:40:31,10/20/24 0:00:00,,0.67,no,yes,Anually
Cameron Garcia,147077100,Undergraduate Student,Lab Assistant,Computer Science,2021,Lab Equipment Reservation,03/28/2025 15:40:31,12/06/24 0:00:00,,0.24,no,yes,Anually
Morgan Lee,120286948,Undergraduate Student,Library Assistant,Chemistry,2019,Library System Access,04/17/2025 15:40:31,12/10/24 0:00:00,,0.19,no,yes,Bianually
Morgan Lee,120286948,Undergraduate Student,Library Assistant,Chemistry,2019,GSuite,03/28/2025 15:40:31,11/06/24 0:00:00,,0.2,no,no,Anually
Casey Lee,105785598,Graduate Student,Teaching Assistant,Finance,2021,Gradescope,04/19/2025 15:40:31,07/24/24 0:00:00,,0.28,no,no,Anually
Casey Lee,105785598,Graduate Student,Teaching Assistant,Finance,2021,Course Management System,04/18/2025 15:40:31,12/17/24 0:00:00,,0.67,no,yes,Bianually
Jordan Garcia,129444332,Undergraduate Student,Lab Assistant,Physics,2020,Building Access,03/25/2025 15:40:31,10/18/24 0:00:00,Peer Tutor,0.56,yes,yes,Bianually
Jordan Garcia,129444332,Undergraduate Student,Lab Assistant,Physics,2020,Lab Equipment Reservation,04/01/2025 15:40:31,01/01/25 0:00:00,Peer Tutor,0.59,no,no,Anually
Morgan Johnson,187463243,Undergraduate Student,Lab Assistant,Chemistry,2023,Building Access,03/28/2025 15:40:31,08/31/24 0:00:00,Lab Assistant,0.31,no,no,Anually
Morgan Johnson,187463243,Undergraduate Student,Lab Assistant,Chemistry,2023,Lab Equipment Reservation,03/25/2025 15:40:31,07/04/24 0:00:00,,0.19,no,yes,Bianually
Taylor Brown,175814488,Faculty,Professor,Computer Science,2023,Blackboard,04/14/2025 15:40:31,11/10/24 0:00:00,,0.11,yes,yes,Anually
Taylor Brown,175814488,Faculty,Professor,Computer Science,2023,Gradescope,04/05/2025 15:40:31,08/05/24 0:00:00,,0.4,yes,yes,Bianually
Taylor Brown,175814488,Faculty,Professor,Computer Science,2023,CompSci Research Hub,03/31/2025 15:40:31,01/01/25 0:00:00,,0.14,no,no,Bianually
Jamie Smith,188745512,Staff,Financial Aid Officer,Engineering,2018,Financial Aid System,04/13/2025 15:40:31,12/04/24 0:00:00,,0.48,yes,no,Anually
Jamie Smith,188745512,Staff,Financial Aid Officer,Engineering,2018,Student Financial Records,04/11/2025 15:40:31,01/10/25 0:00:00,Building Manager,0.74,no,yes,Bianually
Morgan Martinez,129045850,Undergraduate Student,Lab Assistant,Physics,2020,Building Access,03/24/2025 15:40:31,08/13/24 0:00:00,,0.23,no,no,Anually
Morgan Martinez,129045850,Undergraduate Student,Lab Assistant,Physics,2020,Lab Equipment Reservation,04/04/2025 15:40:31,08/07/24 0:00:00,,0.29,yes,no,Anually
Alex Martinez,116698370,Faculty,Professor,Human Resources,2023,Blackboard,03/23/2025 15:40:31,11/10/24 0:00:00,Associate Professor,0.29,no,yes,Bianually
Alex Martinez,116698370,Faculty,Professor,Human Resources,2023,Gradescope,04/11/2025 15:40:31,11/20/24 0:00:00,Associate Professor,0.18,yes,no,Anually
Alex Martinez,116698370,Faculty,Professor,Human Resources,2023,HR Research Repository,03/27/2025 15:40:31,10/07/24 0:00:00,Associate Professor,0.49,no,yes,Bianually
Jordan Brown,144775246,Graduate Student,Teaching Assistant,Physics,2020,Gradescope,04/14/2025 15:40:31,01/09/25 0:00:00,,0.49,no,no,Anually
Jordan Brown,144775246,Graduate Student,Teaching Assistant,Physics,2020,Course Management System,04/12/2025 15:40:31,08/01/24 0:00:00,,0.94,yes,yes,Anually
Cameron Garcia,180519757,Undergraduate Student,Lab Assistant,Physics,2018,Building Access,04/20/2025 15:40:31,09/01/24 0:00:00,,0.81,no,yes,Bianually
Cameron Garcia,180519757,Undergraduate Student,Lab Assistant,Physics,2018,Lab Equipment Reservation,04/12/2025 15:40:31,08/22/24 0:00:00,,0.54,no,yes,Bianually
Cameron Garcia,179736401,Undergraduate Student,Library Assistant,Library,2020,Library System Access,04/13/2025 15:40:31,07/26/24 0:00:00,Lab Assistant,0.35,yes,no,Bianually
Cameron Garcia,179736401,Undergraduate Student,Library Assistant,Library,2020,GSuite,04/15/2025 15:40:31,12/26/24 0:00:00,,0.01,yes,yes,Bianually
Cameron Martinez,110059675,Graduate Student,Research Assistant,Mathematics,2023,MathNet Research DB,03/24/2025 15:40:31,07/18/24 0:00:00,Teaching Assistant,0.35,no,no,Anually
Cameron Martinez,110059675,Graduate Student,Research Assistant,Mathematics,2023,GSuite,04/11/2025 15:40:31,11/16/24 0:00:00,,0.42,yes,yes,Anually
Morgan Martinez,148826486,Undergraduate Student,Peer Tutor,Finance,2019,Gradescope,03/22/2025 15:40:31,08/07/24 0:00:00,,0.27,yes,no,Anually
Morgan Martinez,148826486,Undergraduate Student,Peer Tutor,Finance,2019,Blackboard,04/20/2025 15:40:31,10/28/24 0:00:00,,0.24,no,no,Anually
Morgan Garcia,112295762,Undergraduate Student,Library Assistant,Computer Science,2020,Library System Access,04/12/2025 15:40:31,08/02/24 0:00:00,,0.81,yes,yes,Bianually
Morgan Garcia,112295762,Undergraduate Student,Library Assistant,Computer Science,2020,GSuite,04/04/2025 15:40:31,09/19/24 0:00:00,Library Assistant,0.09,no,no,Anually
Alex Smith,157647283,Graduate Student,Teaching Assistant,Human Resources,2018,Gradescope,04/02/2025 15:40:31,11/23/24 0:00:00,,0.56,no,yes,Bianually
Alex Smith,157647283,Graduate Student,Teaching Assistant,Human Resources,2018,Course Management System,04/05/2025 15:40:31,12/08/24 0:00:00,,0.34,no,no,Bianually
Alex Johnson,106265628,Graduate Student,Research Assistant,Engineering,2018,EngiData Repository,04/20/2025 15:40:31,07/22/24 0:00:00,,0.44,no,yes,Anually
Alex Johnson,106265628,Graduate Student,Research Assistant,Engineering,2018,GSuite,03/24/2025 15:40:31,12/07/24 0:00:00,,0.57,no,yes,Anually
Morgan Johnson,148207268,Faculty,Professor,Engineering,2023,Blackboard,03/30/2025 15:40:31,08/04/24 0:00:00,Associate Professor,0.74,yes,yes,Anually
Morgan Johnson,148207268,Faculty,Professor,Engineering,2023,Gradescope,03/25/2025 15:40:31,11/10/24 0:00:00,,0.23,no,no,Anually
Morgan Johnson,148207268,Faculty,Professor,Engineering,2023,EngiData Repository,04/18/2025 15:40:31,07/31/24 0:00:00,Associate Professor,0.63,no,no,Bianually
Taylor Martinez,114530794,Graduate Student,Research Assistant,Chemistry,2022,ChemResearch Archive,04/07/2025 15:40:31,09/26/24 0:00:00,Research Assistant,0.23,yes,no,Bianually
Taylor Martinez,114530794,Graduate Student,Research Assistant,Chemistry,2022,GSuite,04/03/2025 15:40:31,08/26/24 0:00:00,Research Assistant,0.33,yes,no,Anually
Jordan Lee,194647163,Graduate Student,Research Assistant,Chemistry,2018,ChemResearch Archive,04/02/2025 15:40:31,08/29/24 0:00:00,,0.5,no,no,Anually
Jordan Lee,194647163,Graduate Student,Research Assistant,Chemistry,2018,GSuite,03/27/2025 15:40:31,10/08/24 0:00:00,,0.49,no,yes,Anually
Morgan Johnson,115890285,Staff,IT Support,Computer Science,2022,System Admin Portal,04/01/2025 15:40:31,10/27/24 0:00:00,Building Manager,0.48,yes,yes,Bianually
Morgan Johnson,115890285,Staff,IT Support,Computer Science,2022,Network Access,04/02/2025 15:40:31,09/26/24 0:00:00,,0.43,no,yes,Anually
Taylor Johnson,156165413,Staff,Financial Aid Officer,Human Resources,2020,Financial Aid System,03/31/2025 15:40:31,11/26/24 0:00:00,,0.71,yes,yes,Bianually
Taylor Johnson,156165413,Staff,Financial Aid Officer,Human Resources,2020,Student Financial Records,04/04/2025 15:40:31,09/27/24 0:00:00,,0.55,yes,no,Bianually
Morgan Martinez,116632124,Faculty,Associate Professor,Engineering,2020,Blackboard,04/08/2025 15:40:31,08/10/24 0:00:00,Associate Professor,0.64,no,no,Anually
Morgan Martinez,116632124,Faculty,Associate Professor,Engineering,2020,Gradescope,03/29/2025 15:40:31,12/07/24 0:00:00,,0.44,yes,no,Bianually
Morgan Martinez,116632124,Faculty,Associate Professor,Engineering,2020,EngiData Repository,04/12/2025 15:40:31,11/09/24 0:00:00,,0.19,no,yes,Bianually
Jordan Johnson,108770964,Undergraduate Student,Peer Tutor,Computer Science,2021,Gradescope,03/25/2025 15:40:31,07/29/24 0:00:00,Peer Tutor,0.61,no,no,Bianually
Jordan Johnson,108770964,Undergraduate Student,Peer Tutor,Computer Science,2021,Blackboard,04/19/2025 15:40:31,12/31/24 0:00:00,,0.34,no,no,Anually
Cameron Martinez,186020546,Staff,HR Coordinator,IT,2018,HR Portal,04/19/2025 15:40:31,12/17/24 0:00:00,,0.62,yes,no,Bianually
Cameron Martinez,186020546,Staff,HR Coordinator,IT,2018,Employee Records Access,04/16/2025 15:40:31,08/02/24 0:00:00,,0.29,no,no,Anually
Jordan Johnson,171393520,Faculty,Assistant Professor,Human Resources,2024,Blackboard,03/30/2025 15:40:31,01/05/25 0:00:00,,0.5,no,no,Bianually
Jordan Johnson,171393520,Faculty,Assistant Professor,Human Resources,2024,Gradescope,04/02/2025 15:40:31,07/05/24 0:00:00,,0.68,yes,no,Anually
Jordan Johnson,171393520,Faculty,Assistant Professor,Human Resources,2024,HR Research Repository,04/02/2025 15:40:31,10/16/24 0:00:00,,0.67,no,no,Bianually
Morgan Lee,104068869,Graduate Student,Research Assistant,Biology,2022,BioData Central,03/23/2025 15:40:31,08/01/24 0:00:00,,0.49,no,no,Anually
Morgan Lee,104068869,Graduate Student,Research Assistant,Biology,2022,GSuite,04/07/2025 15:40:31,08/25/24 0:00:00,Teaching Assistant,0.42,no,yes,Bianually
Taylor Johnson,142635578,Undergraduate Student,Lab Assistant,Chemistry,2021,Building Access,04/15/2025 15:40:31,11/23/24 0:00:00,Library Assistant,0.56,yes,no,Bianually
Taylor Johnson,142635578,Undergraduate Student,Lab Assistant,Chemistry,2021,Lab Equipment Reservation,04/19/2025 15:40:31,12/27/24 0:00:00,Library Assistant,0.08,no,yes,Anually
Jamie Martinez,120751510,Faculty,Assistant Professor,Biology,2020,Blackboard,04/18/2025 15:40:31,07/26/24 0:00:00,,0.61,yes,yes,Anually
Jamie Martinez,120751510,Faculty,Assistant Professor,Biology,2020,Gradescope,03/29/2025 15:40:31,12/04/24 0:00:00,Associate Professor,0.53,yes,yes,Bianually
Jamie Martinez,120751510,Faculty,Assistant Professor,Biology,2020,BioData Central,04/20/2025 15:40:31,11/09/24 0:00:00,,0.35,no,no,Anually
Morgan Garcia,132022558,Faculty,Professor,Biology,2020,Blackboard,03/24/2025 15:40:31,07/12/24 0:00:00,Professor,0.68,yes,no,Bianually
Morgan Garcia,132022558,Faculty,Professor,Biology,2020,Gradescope,03/25/2025 15:40:31,08/16/24 0:00:00,,0.32,yes,no,Bianually
Morgan Garcia,132022558,Faculty,Professor,Biology,2020,BioData Central,04/05/2025 15:40:31,07/24/24 0:00:00,,0.25,no,yes,Anually
Morgan Smith,145940231,Graduate Student,Research Assistant,Computer Science,2018,CompSci Research Hub,04/14/2025 15:40:31,12/13/24 0:00:00,,0.59,yes,no,Anually
Morgan Smith,145940231,Graduate Student,Research Assistant,Computer Science,2018,GSuite,04/02/2025 15:40:31,12/10/24 0:00:00,,0.34,no,no,Anually
Morgan Garcia,131143409,Faculty,Professor,Chemistry,2020,Blackboard,04/11/2025 15:40:31,06/27/24 0:00:00,,0.6,no,no,Bianually
Morgan Garcia,131143409,Faculty,Professor,Chemistry,2020,Gradescope,03/31/2025 15:40:31,07/01/24 0:00:00,,0.64,yes,yes,Bianually
Morgan Garcia,131143409,Faculty,Professor,Chemistry,2020,ChemResearch Archive,04/04/2025 15:40:31,01/03/25 0:00:00,,0.55,yes,no,Anually
Taylor Smith,112387173,Graduate Student,Teaching Assistant,Biology,2018,Gradescope,04/17/2025 15:40:31,08/31/24 0:00:00,,0.57,yes,yes,Anually
Taylor Smith,112387173,Graduate Student,Teaching Assistant,Biology,2018,Course Management System,03/29/2025 15:40:31,09/05/24 0:00:00,Research Assistant,0.48,yes,no,Bianually
Alex Johnson,158629795,Graduate Student,Research Assistant,Engineering,2018,EngiData Repository,04/04/2025 15:40:31,09/09/24 0:00:00,Teaching Assistant,0.31,yes,yes,Bianually
Alex Johnson,158629795,Graduate Student,Research Assistant,Engineering,2018,GSuite,04/03/2025 15:40:31,10/17/24 0:00:00,,0.53,no,no,Bianually
Cameron Johnson,193958056,Staff,Financial Aid Officer,Biology,2024,Financial Aid System,04/17/2025 15:40:31,09/17/24 0:00:00,,0.34,yes,no,Bianually
Cameron Johnson,193958056,Staff,Financial Aid Officer,Biology,2024,Student Financial Records,03/28/2025 15:40:31,09/09/24 0:00:00,,0.45,no,yes,Bianually
Jordan Garcia,157031889,Faculty,Associate Professor,Finance,2020,Blackboard,04/03/2025 15:40:31,11/03/24 0:00:00,,0.96,yes,yes,Anually
Jordan Garcia,157031889,Faculty,Associate Professor,Finance,2020,Gradescope,04/17/2025 15:40:31,09/04/24 0:00:00,,0.52,yes,yes,Bianually
Jordan Garcia,157031889,Faculty,Associate Professor,Finance,2020,EconoResearch Portal,04/18/2025 15:40:31,07/05/24 0:00:00,,0.15,no,yes,Bianually
Casey Martinez,184046310,Faculty,Assistant Professor,Biology,2018,Blackboard,04/18/2025 15:40:31,10/01/24 0:00:00,,0.67,yes,no,Bianually
Casey Martinez,184046310,Faculty,Assistant Professor,Biology,2018,Gradescope,03/31/2025 15:40:31,01/08/25 0:00:00,Associate Professor,0.62,yes,yes,Anually
Casey Martinez,184046310,Faculty,Assistant Professor,Biology,2018,BioData Central,04/07/2025 15:40:31,11/26/24 0:00:00,,0.8,yes,yes,Bianually
Jamie Martinez,110484724,Undergraduate Student,Library Assistant,Biology,2020,Library System Access,03/23/2025 15:40:31,09/26/24 0:00:00,,0.43,no,yes,Anually
Jamie Martinez,110484724,Undergraduate Student,Library Assistant,Biology,2020,GSuite,04/05/2025 15:40:31,08/22/24 0:00:00,,0.72,no,no,Anually
Jordan Lee,152143043,Faculty,Assistant Professor,Library,2020,Blackboard,04/02/2025 15:40:31,08/06/24 0:00:00,,0.68,yes,no,Anually
Jordan Lee,152143043,Faculty,Assistant Professor,Library,2020,Gradescope,04/14/2025 15:40:31,06/28/24 0:00:00,,0.24,no,no,Anually
Jordan Lee,152143043,Faculty,Assistant Professor,Library,2020,Library Research Vault,04/18/2025 15:40:31,09/17/24 0:00:00,,0.11,yes,yes,Anually
Jamie Garcia,189999036,Undergraduate Student,Library Assistant,Biology,2024,Library System Access,04/16/2025 15:40:31,10/31/24 0:00:00,Lab Assistant,0.41,yes,yes,Bianually
Jamie Garcia,189999036,Undergraduate Student,Library Assistant,Biology,2024,GSuite,04/12/2025 15:40:31,12/04/24 0:00:00,,0.7,no,no,Anually
Taylor Garcia,155969129,Graduate Student,Research Assistant,Mathematics,2023,MathNet Research DB,04/20/2025 15:40:31,11/11/24 0:00:00,,0.79,no,yes,Anually
Taylor Garcia,155969129,Graduate Student,Research Assistant,Mathematics,2023,GSuite,03/25/2025 15:40:31,09/17/24 0:00:00,,0.39,no,no,Bianually
Cameron Brown,107360424,Staff,Financial Aid Officer,IT,2022,Financial Aid System,04/14/2025 15:40:31,07/31/24 0:00:00,,0.78,no,no,Anually
Cameron Brown,107360424,Staff,Financial Aid Officer,IT,2022,Student Financial Records,04/09/2025 15:40:31,10/29/24 0:00:00,Financial Aid Officer,0.9,no,yes,Bianually
Morgan Garcia,190772154,Undergraduate Student,Lab Assistant,Engineering,2019,Building Access,04/06/2025 15:40:31,11/14/24 0:00:00,,0.32,no,no,Anually
Morgan Garcia,190772154,Undergraduate Student,Lab Assistant,Engineering,2019,Lab Equipment Reservation,04/16/2025 15:40:31,08/12/24 0:00:00,,0.56,no,no,Anually
Cameron Garcia,150341357,Staff,IT Support,Chemistry,2023,System Admin Portal,04/01/2025 15:40:31,08/28/24 0:00:00,IT Support,0.36,no,no,Bianually
Cameron Garcia,150341357,Staff,IT Support,Chemistry,2023,Network Access,03/30/2025 15:40:31,10/20/24 0:00:00,IT Support,0.19,yes,yes,Bianually
Taylor Lee,133197085,Staff,Financial Aid Officer,Finance,2019,Financial Aid System,04/16/2025 15:40:31,10/12/24 0:00:00,,0.43,yes,yes,Anually
Taylor Lee,133197085,Staff,Financial Aid Officer,Finance,2019,Student Financial Records,04/20/2025 15:40:31,07/18/24 0:00:00,,0.14,no,no,Bianually
Taylor Garcia,178963706,Undergraduate Student,Library Assistant,Human Resources,2021,Library System Access,04/18/2025 15:40:31,07/05/24 0:00:00,,0.68,yes,yes,Anually
Taylor Garcia,178963706,Undergraduate Student,Library Assistant,Human Resources,2021,GSuite,04/20/2025 15:40:31,10/27/24 0:00:00,,0.53,yes,yes,Bianually
Alex Smith,180406841,Faculty,Assistant Professor,Human Resources,2020,Blackboard,04/03/2025 15:40:31,08/02/24 0:00:00,,0.58,yes,no,Bianually
Alex Smith,180406841,Faculty,Assistant Professor,Human Resources,2020,Gradescope,04/20/2025 15:40:31,08/12/24 0:00:00,,0.79,yes,no,Anually
Alex Smith,180406841,Faculty,Assistant Professor,Human Resources,2020,HR Research Repository,04/03/2025 15:40:31,08/15/24 0:00:00,,0.44,yes,yes,Anually
Casey Brown,110277332,Faculty,Professor,Library,2018,Blackboard,04/09/2025 15:40:31,10/06/24 0:00:00,Assistant Professor,0.09,no,no,Anually
Casey Brown,110277332,Faculty,Professor,Library,2018,Gradescope,03/28/2025 15:40:31,08/31/24 0:00:00,,0.7,no,yes,Anually
Casey Brown,110277332,Faculty,Professor,Library,2018,Library Research Vault,04/13/2025 15:40:31,12/22/24 0:00:00,Assistant Professor,0.5,no,no,Bianually
Cameron Smith,108809219,Staff,Building Manager,Computer Science,2022,Building Access,03/28/2025 15:40:31,10/20/24 0:00:00,,0.43,yes,yes,Anually
Cameron Smith,108809219,Staff,Building Manager,Computer Science,2022,Maintenance System,04/06/2025 15:40:31,08/17/24 0:00:00,,0.89,yes,yes,Bianually
Alex Lee,180475284,Graduate Student,Research Assistant,Engineering,2023,EngiData Repository,04/04/2025 15:40:31,07/31/24 0:00:00,,0.11,yes,yes,Bianually
Alex Lee,180475284,Graduate Student,Research Assistant,Engineering,2023,GSuite,04/08/2025 15:40:31,09/11/24 0:00:00,,0.44,yes,yes,Bianually
Casey Smith,145746098,Undergraduate Student,Library Assistant,Finance,2018,Library System Access,04/08/2025 15:40:31,09/04/24 0:00:00,Peer Tutor,0.7,no,yes,Anually
Casey Smith,145746098,Undergraduate Student,Library Assistant,Finance,2018,GSuite,04/06/2025 15:40:31,10/30/24 0:00:00,Lab Assistant,0.13,no,yes,Anually
Alex Martinez,112470264,Graduate Student,Teaching Assistant,Human Resources,2018,Gradescope,04/06/2025 15:40:31,09/27/24 0:00:00,,0.89,no,yes,Bianually
Alex Martinez,112470264,Graduate Student,Teaching Assistant,Human Resources,2018,Course Management System,04/09/2025 15:40:31,07/04/24 0:00:00,,0.94,no,no,Bianually
Morgan Brown,187538064,Graduate Student,Research Assistant,Biology,2020,BioData Central,03/26/2025 15:40:31,10/05/24 0:00:00,,0.34,yes,yes,Bianually
Morgan Brown,187538064,Graduate Student,Research Assistant,Biology,2020,GSuite,04/09/2025 15:40:31,11/08/24 0:00:00,,0.22,yes,no,Bianually
Morgan Johnson,160281506,Faculty,Associate Professor,Chemistry,2021,Blackboard,04/05/2025 15:40:31,06/29/24 0:00:00,Associate Professor,0.87,no,no,Anually
Morgan Johnson,160281506,Faculty,Associate Professor,Chemistry,2021,Gradescope,04/15/2025 15:40:31,01/05/25 0:00:00,,0.32,yes,yes,Bianually
Morgan Johnson,160281506,Faculty,Associate Professor,Chemistry,2021,ChemResearch Archive,04/07/2025 15:40:31,11/19/24 0:00:00,,0.79,yes,no,Anually
Morgan Lee,121919415,Faculty,Associate Professor,Engineering,2019,Blackboard,04/06/2025 15:40:31,12/22/24 0:00:00,,0.42,yes,no,Bianually
Morgan Lee,121919415,Faculty,Associate Professor,Engineering,2019,Gradescope,03/30/2025 15:40:31,09/01/24 0:00:00,,0.28,no,no,Anually
Morgan Lee,121919415,Faculty,Associate Professor,Engineering,2019,EngiData Repository,04/15/2025 15:40:31,09/21/24 0:00:00,,0.45,no,no,Anually
Jordan Lee,124412195,Faculty,Associate Professor,Chemistry,2022,Blackboard,04/12/2025 15:40:31,08/31/24 0:00:00,Assistant Professor,0.67,no,yes,Anually
Jordan Lee,124412195,Faculty,Associate Professor,Chemistry,2022,Gradescope,03/30/2025 15:40:31,11/21/24 0:00:00,,0.63,no,no,Anually
Jordan Lee,124412195,Faculty,Associate Professor,Chemistry,2022,ChemResearch Archive,04/06/2025 15:40:31,08/25/24 0:00:00,,0.09,no,no,Bianually
Alex Martinez,182602233,Faculty,Assistant Professor,Human Resources,2022,Blackboard,04/16/2025 15:40:31,10/23/24 0:00:00,Assistant Professor,0.94,yes,no,Bianually
Alex Martinez,182602233,Faculty,Assistant Professor,Human Resources,2022,Gradescope,04/05/2025 15:40:31,11/29/24 0:00:00,,0.54,yes,no,Anually
Alex Martinez,182602233,Faculty,Assistant Professor,Human Resources,2022,HR Research Repository,04/10/2025 15:40:31,10/18/24 0:00:00,Assistant Professor,0.83,no,yes,Anually
Morgan Johnson,131820872,Faculty,Assistant Professor,Finance,2021,Blackboard,04/05/2025 15:40:31,08/07/24 0:00:00,,0.8,yes,yes,Anually
Morgan Johnson,131820872,Faculty,Assistant Professor,Finance,2021,Gradescope,03/27/2025 15:40:31,09/01/24 0:00:00,,0.6,no,yes,Bianually
Morgan Johnson,131820872,Faculty,Assistant Professor,Finance,2021,EconoResearch Portal,04/05/2025 15:40:31,11/09/24 0:00:00,Assistant Professor,0.63,yes,yes,Bianually
Casey Brown,173007707,Undergraduate Student,Peer Tutor,Engineering,2023,Gradescope,03/30/2025 15:40:31,08/20/24 0:00:00,,0.72,yes,yes,Anually
Casey Brown,173007707,Undergraduate Student,Peer Tutor,Engineering,2023,Blackboard,04/07/2025 15:40:31,12/24/24 0:00:00,,0.79,yes,yes,Bianually
Jordan Garcia,145124356,Undergraduate Student,Peer Tutor,Finance,2022,Gradescope,03/30/2025 15:40:31,09/05/24 0:00:00,Lab Assistant,0.9,yes,yes,Anually
Jordan Garcia,145124356,Undergraduate Student,Peer Tutor,Finance,2022,Blackboard,04/08/2025 15:40:31,09/02/24 0:00:00,,0.58,no,yes,Anually
